Index,District,No_of_Accused,Category,Acts
1199,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1200,CHHINDWARA,1,POCSO Cases,"[IPC- 363,342,376,190,506] [POCSO- 4,6]"
1201,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 6]"
1202,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376,366] [POCSO- 4,6]"
1203,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376(2)(N)] [POCSO- 4,6]"
1204,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),376(2)(n)] [POCSO- 3,4]"
1205,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),376(2)N] [POCSO- 4,6]"
1206,CHHINDWARA,2,POCSO Cases,"[IPC- 294,354(a)(1),506,34] [POCSO- 11(i),12]"
1207,CHHINDWARA,1,POCSO Cases,"[IPC- 377,349] [POCSO- 5m,6]"
1208,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2),323,506] [POCSO- 4,6] [Atrocity- 3(2)V,3(2)V(A)]"
1209,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A),(1)(1),506] [POCSO- 8]"
1210,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(a),506,363,190,294] [POCSO- 7,8]"
1211,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A)] [POCSO- 8]"
1212,CHHINDWARA,1,POCSO Cases,"[IPC- 454,354,354(A)] [POCSO- 8]"
1213,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A),452,294,506] [POCSO- 7,8]"
1214,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(n)] [POCSO- 4,6]"
1215,CHHINDWARA,1,POCSO Cases,"[IPC- 454,354,354(a)] [POCSO- 8]"
1216,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(n),506] [POCSO- 8]"
1217,CHHINDWARA,1,POCSO Cases,"[IPC- 342,377] [POCSO- 5,6]"
1218,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(n)(i)] [POCSO- 4,6]"
1219,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(r)] [POCSO- 4,6]"
1220,CHHINDWARA,1,POCSO Cases,"[IPC- 354(a)(i),354(b),456] [POCSO- 8]"
1221,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354,506] [POCSO- 7,8]"
1222,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354,456,506] [POCSO- 8]"
1223,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354A] [POCSO- 7,8]"
1224,CHHINDWARA,4,POCSO Cases,"[IPC- 342,363,366,376,506,34] [POCSO- 4,6]"
1225,CHHINDWARA,2,POCSO Cases,"[IPC- 420,409,120B,34] [POCSO- 6]"
1226,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354,506] [POCSO- 7,8]"
1227,CHHINDWARA,3,POCSO Cases,"[IPC- 342,366,376,506,323,120] [POCSO- 4,6]"
1228,CHHINDWARA,1,POCSO Cases,[IPC- 376(2)] [POCSO- 6]
1229,CHHINDWARA,1,POCSO Cases,"[IPC- 354, 354(D),506] [POCSO- 7,8]"
1230,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(j)(n),450,506] [POCSO- 4,6,10]"
1231,CHHINDWARA,1,POCSO Cases,"[IPC- 363,354] [POCSO- 7,8]"
1232,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376,506] [POCSO- 4,6]"
1233,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1234,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354,323,] [POCSO- 7,8]"
1235,CHHINDWARA,2,POCSO Cases,"[IPC- 363,354,34] [POCSO- 8]"
1236,CHHINDWARA,1,POCSO Cases,[IPC- 354] [POCSO- 8]
1237,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 4,6]"
1238,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2),506] [POCSO- 4,6]"
1239,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354] [POCSO- 7,8]"
1240,CHHINDWARA,2,POCSO Cases,"[IPC- 354,354A,354B,34] [POCSO- 8]"
1241,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(n)] [POCSO- 4,6]"
1242,CHHINDWARA,1,POCSO Cases,"[IPC- 456,354,323,34] [POCSO- 7,11]"
1243,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(I),506] [POCSO- 4,6]"
1244,CHHINDWARA,1,POCSO Cases,"[IPC- 354(a)(i)(1),506] [POCSO- 7,8,11(i),12]"
1245,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354,] [POCSO- 7,8,11,12]"
1246,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376,376] [POCSO- 6]"
1247,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(3),376(2)(I)(n),450] [POCSO- 5(L),6]"
1248,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354] [POCSO- 7,8]"
1249,CHHINDWARA,1,POCSO Cases,"[IPC- 376,506,341] [POCSO- 4,6]"
1250,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(a)(2),354(d)] [Atrocity- 3(1)(b)(ii),3(2)(va)] [POCSO- 8]"
1251,CHHINDWARA,1,POCSO Cases,[IPC- 354] [POCSO- 8]
1252,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366A,376(2)HN] [POCSO- 4,5(AN),6]"
1253,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2),313] [POCSO- 4,6]"
1254,CHHINDWARA,2,POCSO Cases,"[IPC- 456,354,323,34] [POCSO- 7,11]"
1255,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354] [POCSO- 8]"
1256,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354A(1)] [POCSO- 7,8]"
1257,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376,344] [POCSO- 4,6]"
1258,CHHINDWARA,1,POCSO Cases,[IPC- 354] [POCSO- 8]
1259,CHHINDWARA,1,POCSO Cases,
1260,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354] [POCSO- 8]"
1261,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(a)] [POCSO- 7,8]"
1262,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(j)(n)] [POCSO- 6]"
1263,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 4,6]"
1264,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354,354A,323] [POCSO- 8]"
1265,CHHINDWARA,1,POCSO Cases,"[IPC- 354,341,506] [POCSO- 8]"
1266,CHHINDWARA,1,POCSO Cases,"[IPC- 366(A),376(2)(n),376(2)(1),506,450] [POCSO- 4,6]"
1267,CHHINDWARA,1,POCSO Cases,"[IPC- 294,509,354,323,506] [POCSO- 7,11]"
1268,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(h,m),506] [POCSO- 6]"
1269,CHHINDWARA,1,POCSO Cases,"[IPC- 363,,366(a),376(2)((i)] [POCSO- 6]"
1270,CHHINDWARA,1,POCSO Cases,"[IPC- 294,456,354(a)(1)506] [POCSO- 8]"
1271,CHHINDWARA,4,POCSO Cases,"[IPC- 342,376D,370,371(1),109,114,506] [Atrocity- 3(2)V] [POCSO- 4,6] [Othr- 5(1)D]"
1272,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(n),376(i),452,506] [POCSO- 4,6,5(j)(ii),5(l)]"
1273,CHHINDWARA,1,POCSO Cases,"[IPC- 454,354,354(a)] [POCSO- 8]"
1274,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)n(i),354] [POCSO- 4,6]"
1275,CHHINDWARA,2,POCSO Cases,"[IPC- 376(1),342,506,313,201] [POCSO- 6]"
1276,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(N),506] [POCSO- 6] [Atrocity- 3(2)(V)]"
1277,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(a)] [POCSO- 8]"
1278,CHHINDWARA,2,POCSO Cases,"[IPC- 341,354,354(a),354(c),354(d),323,506,34] [POCSO- 8]"
1279,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366A,376(2),342] [POCSO- 4,6] [Atrocity- 3(2)(V)A]"
1280,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(n)] [POCSO- 4,6]"
1281,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(i)(n),344,506,34] [POCSO- 5,6] [Atrocity- 3(2)(w)(i),3(2)(v)]"
1282,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376(2)(i)(n)] [POCSO- 6]"
1283,CHHINDWARA,1,POCSO Cases,"[IPC- 456,354] [POCSO- 7,8]"
1284,CHHINDWARA,3,POCSO Cases,"[IPC- 363,366(a),376(d),376(2)(i),376(2)(j),376(2)(n),343,506,] [POCSO- 6]"
1285,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),376(1)(2)] [POCSO- 4,6]"
1286,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(f),(2)n,506] [POCSO- 6]"
1287,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354a,c,d] [POCSO- 8]"
1288,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A)] [POCSO- 7,8]"
1289,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(N),506] [POCSO- 4]"
1290,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354] [POCSO- 7,8]"
1291,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354A,354,323,452] [POCSO- 8]"
1292,CHHINDWARA,2,POCSO Cases,"[IPC- 456, 456,354,506,34] [POCSO- 8]"
1293,CHHINDWARA,1,POCSO Cases,"[NDPS- 363,366,376(2)n] [POCSO- 4,6]"
1294,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2),r,506] [POCSO- 4,6]"
1295,CHHINDWARA,2,POCSO Cases,"[IPC- 363,366(a),376(n),506,34] [POCSO- 4,6]"
1296,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366a,376(2)(n)] [POCSO- 5(L)/6]"
1297,CHHINDWARA,2,POCSO Cases,"[IPC- 363,366,34,376(2)(n)] [POCSO- 5(l),6]"
1298,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(r)(n)] [POCSO- 4,6]"
1299,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1300,CHHINDWARA,1,POCSO Cases,"[IPC- 456,354,354A] [POCSO- 7,8]"
1301,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,343,376,506] [POCSO- 5,6]"
1302,CHHINDWARA,1,POCSO Cases,"[IPC- 376] [POCSO- 4,6]"
1303,CHHINDWARA,1,POCSO Cases,"[IPC- 376,506] [POCSO- 4,6]"
1304,CHHINDWARA,1,POCSO Cases,[IPC- 354] [POCSO- 12]
1305,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366A,376(2) I, 376(3)] [POCSO- 4,6,9,10]"
1306,CHHINDWARA,1,POCSO Cases,"[IPC- 306,376(2)N] [POCSO- 3,4,7,8]"
1307,CHHINDWARA,1,POCSO Cases,"[IPC- 376,190] [POCSO- 4,6]"
1308,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376,343] [POCSO- 6]"
1309,CHHINDWARA,2,POCSO Cases,"[IPC- 363,366A,376(1),342,376(2),34] [POCSO- 4,6]"
1310,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354A(1)] [POCSO- 7,8]"
1311,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),376(2)(N)] [POCSO- 4,6]"
1312,CHHINDWARA,3,POCSO Cases,"[IPC- 363,366(A),376(2)(N),368,34] [POCSO- 4,6]"
1313,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(1)(2)] [POCSO- 4,6]"
1314,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(n),190] [POCSO- 5(i),5(Q),6]"
1315,CHHINDWARA,1,POCSO Cases,"[IPC- 354,363,366(a),506] [POCSO- 8]"
1316,CHHINDWARA,1,POCSO Cases,"[IPC- 354(a)(i),354(b),456] [POCSO- 8]"
1317,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)n,376(2)i] [POCSO- 6]"
1318,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)n] [POCSO- 4,5]"
1319,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(n)] [POCSO- 4,6]"
1320,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(i)(n),450] [POCSO- 4,6,10]"
1321,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(n),506] [POCSO- 3,4,5(L)]"
1322,CHHINDWARA,1,POCSO Cases,"[IPC- 450,376] [POCSO- 4,6]"
1323,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1324,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354A,323,34] [POCSO- 8,10]"
1325,CHHINDWARA,1,POCSO Cases,"[IPC- 366,376,344,506,363] [POCSO- 4,6]"
1326,CHHINDWARA,1,POCSO Cases,"[IPC- 376,506] [POCSO- 4,6]"
1327,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1328,CHHINDWARA,1,POCSO Cases,"[IPC- 363,342,376(2)(I),376(2)(I),376(L)] [POCSO- 4,5,6]"
1329,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354,354(A), 376(AB)] [POCSO- 5(m)/6]"
1330,CHHINDWARA,1,POCSO Cases,"[IPC- 376,506,294] [POCSO- 4]"
1331,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,354,506,34] [POCSO- 7,8,11(4),12,9,10]"
1332,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(1,f),342] [POCSO- 4,6]"
1333,CHHINDWARA,1,POCSO Cases,"[IPC- 341,363,376(2)(1)(n),506] [POCSO- 6]"
1334,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(i),450] [POCSO- 6]"
1335,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(f,r)506] [POCSO- 4,6]"
1336,CHHINDWARA,4,POCSO Cases,"[IPC- 342, 376(2)(f), 376(2)(I),506(2)] [POCSO- 5(m),5(L),6]"
1337,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(a)(i)] [POCSO- 8]"
1338,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354,354(b),509,294] [POCSO- 7,8]"
1339,CHHINDWARA,1,POCSO Cases,"[IPC- 354,376(2)(i)] [POCSO- 6,8]"
1340,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(n)] [POCSO- 4,6]"
1341,CHHINDWARA,1,POCSO Cases,"[IPC- 294,506,376(2)] [POCSO- 3,4,5]"
1342,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(n),506] [POCSO- 4,6]"
1343,CHHINDWARA,1,POCSO Cases,"[IPC- 354(D),363,366.376(3)] [POCSO- 6/12]"
1344,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),376(2)(r)] [POCSO- 4,6]"
1345,CHHINDWARA,4,POCSO Cases,"[IPC- 363,366,376(2)(i),376(d),354,294,323,506,341] [Atrocity- 3(2)(v)] [POCSO- 4,6]"
1346,CHHINDWARA,1,POCSO Cases,"[IPC- 342,376(2)(1)] [POCSO- 4,6]"
1347,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(vi,2)] [POCSO- 6]"
1348,CHHINDWARA,2,POCSO Cases,"[IPC- 457,354,354(A)(1),34] [POCSO- 8,12]"
1349,CHHINDWARA,1,POCSO Cases,"[IPC- 376(n)(2)(h),506,363,366(a),450] [POCSO- 4.6]"
1350,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(l),506] [POCSO- 4,6]"
1351,CHHINDWARA,2,POCSO Cases,"[IPC- 363,366,34,376(2)(r),450,506,376(d)] [POCSO- 4,6]"
1352,CHHINDWARA,1,POCSO Cases,"[IPC- 342,506,376(2)(1),363,366(a)] [POCSO- 4,6] [Atrocity- 3(2)(v)]"
1353,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(i)(n),506] [POCSO- 4,6]"
1354,CHHINDWARA,11,POCSO Cases,"[IPC- 363/120(b), 366a/120b, 376(2)(n), 376(d)/120(b), 376(a)/120(b), 373/120(b), 344/120(b), 346/120(b)] [POCSO- 5/6]"
1355,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(n)] [Atrocity- 3(2)(v),3(2)(va)] [POCSO- 5,6]"
1356,CHHINDWARA,1,POCSO Cases,"[IPC- 294,509,354,323,506] [POCSO- 7,11]"
1357,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1358,CHHINDWARA,1,POCSO Cases,"[IPC- 323,506,354,452] [POCSO- 7,8]"
1359,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1360,CHHINDWARA,1,POCSO Cases,"[IPC- 376,450] [POCSO- 4,6]"
1361,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376,344] [POCSO- 6]"
1362,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354A,294,323,506] [POCSO- 7,8]"
1363,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,342,376] [POCSO- 4,6]"
1364,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354(A),506] [POCSO- 4,6]"
1365,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),344,376(2)(n)] [POCSO- 4,6]"
1366,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A)(C)(D),294,323,506] [POCSO- 8]"
1367,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(a)] [POCSO- 8]"
1368,CHHINDWARA,1,POCSO Cases,[IPC- 354(a)(c)(d)] [POCSO- 8]
1369,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354A,354B,341,506,34] [POCSO- 7,8]"
1370,CHHINDWARA,1,POCSO Cases,"[IPC- 454,354,323,506] [POCSO- 8]"
1371,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1372,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A)(C)(D)] [POCSO- 8]"
1373,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 4,6]"
1374,CHHINDWARA,1,POCSO Cases,"[IPC- 341,363,366,342,376(2)n,450,506,366(a),376(2)f,376(2)(j)] [POCSO- 4,6]"
1375,CHHINDWARA,3,POCSO Cases,"[IPC- 363,366,376(2)(r),120(b),342] [POCSO- 4,6]"
1376,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),376(2)(n)] [POCSO- 4,6]"
1377,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(j)(n)] [POCSO- 6]"
1378,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,A,376,D,376,2,i,j,n] [POCSO- 6]"
1379,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(f),(i),(n)] [POCSO- 3,4,5(l),5(m),5(n),6]"
1380,CHHINDWARA,1,POCSO Cases,"[IPC- 376,342] [POCSO- 6]"
1381,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(1),506] [POCSO- 4,6]"
1382,CHHINDWARA,1,POCSO Cases,"[IPC- 302,376(2)F,449,201] [POCSO- 4,6]"
1383,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376,368,343] [POCSO- 4,6]"
1384,CHHINDWARA,1,POCSO Cases,"[IPC- 366,376,506] [POCSO- 4,6]"
1385,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),343,376(2)(i)(N)(F),506] [POCSO- 5(L),5(N),6]"
1386,CHHINDWARA,1,POCSO Cases,[IPC- 376(2)(i)] [POCSO- 6]
1387,CHHINDWARA,1,POCSO Cases,"[IPC- 363,345(A),342] [POCSO- 7,8,11(I),12]"
1388,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(n)(2)] [POCSO- 4,6]"
1389,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1390,CHHINDWARA,2,POCSO Cases,"[IPC- 452,323,506,354,305,34,] [POCSO- 7,8]"
1391,CHHINDWARA,4,POCSO Cases,"[IPC- 363,366,376,506,377] [POCSO- 4,6]"
1392,CHHINDWARA,1,POCSO Cases,"[IPC- 354,294,506] [POCSO- 7,8]"
1393,CHHINDWARA,1,POCSO Cases,"[IPC- 354(a),341,506] [POCSO- 8]"
1394,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354] [POCSO- 7,8]"
1395,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4]"
1396,CHHINDWARA,1,POCSO Cases,"[IPC- 456,354,294] [POCSO- 7,8]"
1397,CHHINDWARA,1,POCSO Cases,"[IPC- 454,354,354(A)(1),354(D),323,506] [POCSO- 8]"
1398,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 4,6]"
1399,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(i)(k),506] [POCSO- 4,6]"
1400,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(n),506] [POCSO- 6]"
1401,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354D,363,506] [POCSO- 7,8]"
1402,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376,506] [POCSO- 4,6]"
1403,CHHINDWARA,1,POCSO Cases,"[IPC- 448,354] [POCSO- 7,8]"
1404,CHHINDWARA,1,POCSO Cases,"[IPC- 448,342,354] [POCSO- 8]"
1405,CHHINDWARA,2,POCSO Cases,"[IPC- 376(1),313] [POCSO- 3/4]"
1406,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A),294,506] [POCSO- 7,8] [IPC- 354,354(A),294,506] [POCSO- 7,8]"
1407,CHHINDWARA,1,POCSO Cases,"[IPC- 341,363,376,506] [POCSO- 6]"
1408,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(i),506,190] [POCSO- 3(A),4]"
1409,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354(a)(i)] [POCSO- 11(i),12]"
1410,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354,354(a)] [POCSO- 8]"
1411,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376(2)(i)F] [POCSO- 4,5,6]"
1412,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376,506] [POCSO- 4,6]"
1413,CHHINDWARA,1,POCSO Cases,"[IPC- 306,376(2)N] [POCSO- 4,8]"
1414,CHHINDWARA,2,POCSO Cases,"[IPC- 363,376,34] [POCSO- 6]"
1415,CHHINDWARA,1,POCSO Cases,"[POCSO- 354,354(a),456,506] [IPC- 8]"
1416,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 6]"
1417,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(h)(n),506] [POCSO- 4,6]"
1418,CHHINDWARA,1,POCSO Cases,"[IPC- 354(a)(1),354(d),294] [POCSO- 7,8]"
1419,CHHINDWARA,1,POCSO Cases,"[IPC- 509,354(A)(2),354(D)] [POCSO- 8,12]"
1420,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A),457,323,506] [POCSO- 7,8]"
1421,CHHINDWARA,1,POCSO Cases,"[IPC- 376,506,190] [POCSO- 3,4]"
1422,CHHINDWARA,1,POCSO Cases,"[IPC- 452,354,506] [POCSO- 4,6]"
1423,CHHINDWARA,1,POCSO Cases,"[IPC- 354,456] [POCSO- 7,8]"
1424,CHHINDWARA,2,POCSO Cases,"[IPC- 354,354A,366,34] [POCSO- 4,6]"
1425,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1426,CHHINDWARA,1,POCSO Cases,"[IPC- 363,342,506,376,120B] [POCSO- 3,4,5]"
1427,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)N,343] [POCSO- 4,6]"
1428,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376(3),376(2)(n)] [POCSO- 6]"
1429,CHHINDWARA,3,POCSO Cases,"[IPC- 363,366,a,34,376(1),376(2)(f)(n)(k),506,190,344] [POCSO- 4,5L,6,9L,10]"
1430,CHHINDWARA,1,POCSO Cases,"[IPC- 450,376A,B,376(2)(n)(i),506] [Atrocity- 3(2)v,3(2)va,3(i)B(ii), 4,5l,5m,6]"
1431,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),376(2)(N)] [POCSO- 6]"
1432,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)n] [POCSO- 4,5(i),6]"
1433,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(N)(I)] [POCSO- 6]"
1434,CHHINDWARA,1,POCSO Cases,"[IPC- 341,354(A)(i)] [POCSO- 11(i),12]"
1435,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(i)(n)] [POCSO- 5(l),6]"
1436,CHHINDWARA,1,POCSO Cases,"[IPC- 377] [POCSO- 5(m),5(L),6]"
1437,CHHINDWARA,1,POCSO Cases,[IPC- 354] [POCSO- 8]
1438,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,344] [POCSO- 6]"
1439,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(n), 324, 506(2)] [POCSO- 6]"
1440,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376,506] [POCSO- 4,6]"
1441,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(N),376(2)(i),376(2)(H),506] [POCSO- 5I,5Q,6]"
1442,CHHINDWARA,1,POCSO Cases,"[IPC- 354(D),506] [POCSO- 11,12]"
1443,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376(2)(N),506] [POCSO- 4,6] [Atrocity- 3(2)V]"
1444,CHHINDWARA,3,POCSO Cases,"[IPC- 452,294,354,354A,34] [POCSO- 8] [Atrocity- 3(1)B(i),3(2)VA]"
1445,CHHINDWARA,1,POCSO Cases,"[IPC- 354(A)(C)(D),323,341,384,506,507] [POCSO- 7,8]"
1446,CHHINDWARA,1,POCSO Cases,"[IPC- 363,342,354,506] [POCSO- 7,8]"
1447,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376(2)(n),506] [POCSO- 5(L),6]"
1448,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(a)(1),190,506,294,323] [POCSO- 8]"
1449,CHHINDWARA,1,POCSO Cases,[IPC- 354] [POCSO- 8]
1450,CHHINDWARA,1,POCSO Cases,"[IPC- 354A,341,506] [POCSO- 7,8]"
1451,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(I)(H)] [POCSO- 4,6]"
1452,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(a),456] [POCSO- 7.8]"
1453,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376(2)F,506] [POCSO- 4.6]"
1454,CHHINDWARA,1,POCSO Cases,"[IPC- 452,354,354(A)] [POCSO- 7,8]"
1455,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A),354(D)] [POCSO- 7,8]"
1456,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1457,CHHINDWARA,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
1458,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354,506,34] [POCSO- 7,8]"
